coord_ref_sys_code,coord_ref_sys_name,area_of_use_code,coord_ref_sys_kind,coord_sys_code,datum_code,source_geogcrs_code,projection_conv_code,cmpd_horizcrs_code,cmpd_vertcrs_code,crs_scope,remarks,information_source,data_source,revision_date,change_id,show_crs,deprecated
3363,NAD83(HARN) / Pennsylvania North (ftUS),2245,projected,4497,,4152,15353,,,Large and medium scale topographic mapping and engineering survey.,State law defines system in US survey feet. Federal definition is metric - see code 3362. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.,National Geodetic Survey,OGP,2007/04/20,2006.710 2006.903 2007.031,1,0
3364,NAD83(HARN) / Pennsylvania South,2246,projected,4499,,4152,13732,,,Large and medium scale topographic mapping and engineering survey.,State law defines system in US survey feet. See code 3365 for equivalent non-metric definition. Replaces NAD83 / SPCS for applications with an accuracy of better than 1m. Replaced by NAD83(NSRS2007) / SPCS.,National Geodetic Survey,OGP,2008/06/24,2006.710 2006.903 2007.031 2008.055,1,0
3365,NAD83(HARN) / Pennsylvania South (ftUS),2246,projected,4497,,4152,15354,,,Large and medium scale topographic mapping and engineering survey.,State law defines system in US survey feet. Federal definition is metric - see code 3364. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.,National Geodetic Survey,OGP,2007/04/20,2006.710 2006.903 2007.031,1,0
3366,Hong Kong 1963 Grid System,1118,projected,4500,,4738,19896,,,"Large scale topographic mapping, cadastral and engineering survey.",Superseded by Hong Kong 1980 Grid System (CRS code 2326).,"Survey and Mapping Office, Lands Department. Http://www.info.gov.hk/landsd",OGP,2006/02/06,,1,1
3367,IGN Astro 1960 / UTM zone 28N,2971,projected,4400,,4700,16028,,,Small scale topographic mapping.,"Mining title descriptions referring only to ""Clarke 1880 ellipsoid, UTM zone 28"" should be assumed to be referenced to this CRS. Oil industry considers ""Mauritanian Mining Cadastre 1999 / UTM zone 28N"" to be exactly defined through tfm code 15857.",OGP,OGP,2006/03/16,,1,0
3368,IGN Astro 1960 / UTM zone 29N,2970,projected,4400,,4700,16029,,,Small scale topographic mapping.,"Mining title descriptions referring only to ""Clarke 1880 ellipsoid, UTM zone 29"" should be assumed to be referenced to this CRS. Oil industry considers ""Mauritanian Mining Cadastre 1999 / UTM zone 29N"" to be exactly defined through tfm code 15858.",OGP,OGP,2006/03/16,,1,0
3369,IGN Astro 1960 / UTM zone 30N,2969,projected,4400,,4700,16030,,,Small scale topographic mapping.,"Mining title descriptions referring only to ""Clarke 1880 ellipsoid, UTM zone 30"" should be assumed to be referenced to this CRS. Oil industry considers ""Mauritanian Mining Cadastre 1999 / UTM zone 30N"" to be exactly defined through tfm code 15859.",OGP,OGP,2006/03/16,,1,0
3370,NAD27 / UTM zone 59N,3372,projected,4400,,4267,16059,,,Medium scale topographic mapping.,,US Geological Survey,OGP,2006/03/16,,1,0
3371,NAD27 / UTM zone 60N,3373,projected,4400,,4267,16060,,,Medium scale topographic mapping.,,US Geological Survey,OGP,2006/03/16,,1,0
3372,NAD83 / UTM zone 59N,3372,projected,4400,,4269,16059,,,Medium scale topographic mapping.,Replaces NAD27 / UTM zone 59N. For accuracies better than 1m replaced by NAD83(NSRS) / UTM zone 59N.,US Geological Survey,OGP,2007/05/29,2007.037,1,0
3373,NAD83 / UTM zone 60N,3373,projected,4400,,4269,16060,,,Medium scale topographic mapping.,Replaces NAD27 / UTM zone 60N. For accuracies better than 1m replaced by NAD83(NSRS) / UTM zone 60N.,US Geological Survey,OGP,2007/05/29,2007.037,1,0
3374,FD54 / UTM zone 29N,3248,projected,4400,,4741,16029,,,"Topographic mapping, engineering survey.",Replaced by ED50 / UTM zone 29N in late 1970's.,"Kort & Matrikelstyrelsen (KMS), Copenhagen.",OGP,2006/08/04,2005.472,1,0
3375,GDM2000 / Peninsula RSO,1690,projected,4400,,4742,19895,,,"Topographic mapping, engineering survey.",Replaces Kertau (RSO) / RSO Malaya (CRS codes 3167-68).,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2010/11/02,2006.730 2010.058,1,0
3376,GDM2000 / East Malaysia BRSO,1851,projected,4400,,4742,19894,,,"Topographic mapping, engineering survey.",Replaces Timbalai 1948 / RSO Borneo (CRS codes 29871-73).,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/08/14,2006.730,1,0
3377,GDM2000 / Johor Grid,3376,projected,4400,,4742,19893,,,Cadastral survey.,Replaces earlier Johor grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3378,GDM2000 / Sembilan and Melaka Grid,3377,projected,4400,,4742,19892,,,Cadastral survey.,Replaces earlier Sembilan and Melaka grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3379,GDM2000 / PahangGrid,3378,projected,4400,,4742,19891,,,Cadastral survey.,Replaces earlier Pahang grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3380,GDM2000 / Selangor Grid,3379,projected,4400,,4742,19890,,,Cadastral survey.,Replaces earlier Selangor grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3381,GDM2000 / Terengganu Grid,3380,projected,4400,,4742,19889,,,Cadastral survey.,Replaces earlier Terengganu grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3382,GDM2000 / Pinang Grid,3381,projected,4400,,4742,19888,,,Cadastral survey.,Replaces earlier Pinang grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3383,GDM2000 / Kedah and Perlis Grid,3382,projected,4400,,4742,19887,,,Cadastral survey.,Replaces earlier Kedah and Perlis grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3384,GDM2000 / Perak Grid,3383,projected,4400,,4742,19886,,,Cadastral survey.,Replaces earlier Perak grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3385,GDM2000 / Kelantan Grid,3384,projected,4400,,4742,19885,,,Cadastral survey.,Replaces earlier Kelantan Grid.,"GDM2000 Technical Manual; Department of Survey and Mapping Malaysia. www.jupem.gov.my",OGP,2006/03/16,,1,0
3386,KKJ / Finland zone 0,3886,projected,4530,,4123,18180,,,Large and medium scale topographic mapping and engineering survey.,,"National Land Survey of Finland;
http://www.maanmittauslaitos.fi",OGP,2011/06/30,2011.055,1,0
3387,KKJ / Finland zone 5,3385,projected,4530,,4123,18205,,,Large and medium scale topographic mapping and engineering survey.,,"National Land Survey of Finland;
http://www.maanmittauslaitos.fi",OGP,2006/03/30,,1,0
3388,Pulkovo 1942 / Caspian Sea Mercator,1291,projected,4534,,4284,19884,,,Nautical charting and marine navigation.,,Main Department of Navigation & Oceanography of the USSR Ministry of Defence.,OGP,2006/05/08,,1,0
3389,Pulkovo 1942 / 3-degree Gauss-Kruger zone 60,2706,projected,4530,,4284,16099,,,"Large scale topographic mapping, cadastral and engineering survey.",Also found with truncated false easting - see Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E (code 2636).,OGP,OGP,2006/06/02,,1,0
3390,Pulkovo 1995 / 3-degree Gauss-Kruger zone 60,2706,projected,4530,,4200,16099,,,"Large scale topographic mapping, cadastral and engineering survey.",Also found with truncated false easting - see Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E (code 2754).,OGP,OGP,2006/06/02,,1,0
3391,Karbala 1979 / UTM zone 37N,3387,projected,4400,,4743,16037,,,Large and medium scale topographic mapping and engineering survey.,"At time of record population, information regarding usage within oil sector is not available.",Various industry sources.,OGP,2009/06/02,2009.003,1,0
3392,Karbala 1979 / UTM zone 38N,3388,projected,4400,,4743,16038,,,Large and medium scale topographic mapping and engineering survey.,"Replaces Nahrwan 1967 / UTM zone 38N (projCRS code 27087). At time of record population, information regarding usage within oil sector is not available.",Various industry sources.,OGP,2009/06/02,2009.003,1,0
3393,Karbala 1979 / UTM zone 39N,3389,projected,4400,,4743,16039,,,Large and medium scale topographic mapping and engineering survey.,"Replaces Nahrwan 1967 / UTM zone 39N (projCRS code 27039). At time of record population, information regarding usage within oil sector is not available.",Various industry sources.,OGP,2009/06/02,2009.003,1,0
3394,Nahrwan 1934 / Iraq zone,3390,projected,4400,,4744,19906,,,Large and medium scale topographic mapping and engineering survey.,"In Iran, replaced by FD58 / Iraq zone (projCRS code 3200). In Iraq, replaced by Nahrwan 1967 / UTM (projCRS codes 27038-39).",Various industry sources.,OGP,2006/06/02,,1,0
3395,WGS 84 / World Mercator,3391,projected,4400,,4326,19883,,,Very small scale mapping.,Euro-centric view of world excluding polar areas.,OGP,OGP,2006/06/02,,1,0
3396,PD/83 / 3-degree Gauss-Kruger zone 3,3392,projected,4530,,4746,16263,,,"Topographic survey, mapping, cadastral survey.",Consistent with DHDN (CRS code 4314) at the 1-metre level. For low accuracy applications PD/83 can be considered the same as DHDN.,BKG via EuroGeographics. http://crs.bkg.bunde.de,OGP,2008/09/24,2006.894 2008.011,1,0
3397,PD/83 / 3-degree Gauss-Kruger zone 4,3393,projected,4530,,4746,16264,,,"Topographic survey, mapping, cadastral survey.",Consistent with DHDN (CRS code 4314) at the 1-metre level. For low accuracy applications PD/83 can be considered the same as DHDN.,BKG via EuroGeographics. http://crs.bkg.bunde.de,OGP,2008/09/24,2006.894 2008.011,1,0
3398,RD/83 / 3-degree Gauss-Kruger zone 4,3395,projected,4530,,4745,16264,,,"Topographic survey, mapping, cadastral survey.",Consistent with DHDN (CRS code 4314) at the 1-metre level. For low accuracy applications RD/83 can be considered the same as DHDN.,BKG via EuroGeographics. http://crs.bkg.bunde.de,OGP,2008/09/24,2006.894 2008.011,1,0
3399,RD/83 / 3-degree Gauss-Kruger zone 5,3394,projected,4530,,4745,16265,,,"Topographic survey, mapping, cadastral survey.",Consistent with DHDN (CRS code 4314) at the 1-metre level. For low accuracy applications RD/83 can be considered the same as DHDN.,BKG via EuroGeographics. http://crs.bkg.bunde.de,OGP,2008/09/24,2006.894 2008.011,1,0
3400,NAD83 / Alberta 10-TM (Forest),2376,projected,4400,,4269,19881,,,Province-wide spatial data management and mapping.,"Easting coordinates are always positive in Alberta. For an alternative with easting coordinates that may be either positive or negative, see NAD83 / Alberta 10-TM (Resource) (CRS code 3401).","Government of Alberta, Department of Alberta Agriculture Food and Rural Development.",OGP,2006/06/17,,1,0
3401,NAD83 / Alberta 10-TM (Resource),2376,projected,4400,,4269,19882,,,Province-wide spatial data management and mapping.,Has negative easting coordinates in western Alberta. For an alternative with positive coordinates see NAD83 / Alberta 10-TM (Forest) (CRS code 3400).,"Government of Alberta, Department of Alberta Agriculture Food and Rural Development.",OGP,2006/06/17,,1,0
3402,NAD83(CSRS) / Alberta 10-TM (Forest),2376,projected,4400,,4617,19881,,,Province-wide spatial data management and mapping.,"Easting coordinates are always positive in Alberta. For an alternative with easting coordinates that may be either positive or negative, see NAD83(CSRS) / Alberta 10-TM (Resource) (CRS code 3403).","Government of Alberta, Department of Alberta Agriculture Food and Rural Development.",OGP,2006/06/17,,1,0
3403,NAD83(CSRS) / Alberta 10-TM (Resource),2376,projected,4400,,4617,19882,,,Province-wide spatial data management and mapping.,Has negative easting coordinates in western Alberta. For an alternative with positive coordinates see NAD83(CSRS) / Alberta 10-TM (Forest) (CRS code 3402).,"Government of Alberta, Department of Alberta Agriculture Food and Rural Development.",OGP,2006/06/17,,1,0
3404,NAD83(HARN) / North Carolina (ftUS),1402,projected,4497,,4152,15346,,,Large and medium scale topographic mapping and engineering survey.,State law defines system in US survey feet. Federal definition is metric - see CRS code 3358. Replaces NAD83 / SPCS for applications with an accuracy of better than 3 feet. Replaced by NAD83(NSRS2007) / SPCS.,National Geodetic Survey,OGP,2007/04/20,2006.903 2007.031,1,0
3405,VN-2000 / UTM zone 48N,1452,projected,4400,,4756,16048,,,"Geodetic survey, topographic mapping, engineering survey.",Replaces Hanoi 1972 / Gauss-Kruger zone 18 (CRS code 2044).,General Director of Land Administration.,OGP,2006/09/13,,1,0
3406,VN-2000 / UTM zone 49N,1453,projected,4400,,4756,16049,,,"Geodetic survey, topographic mapping, engineering survey.",Replaces Hanoi 1972 / Gauss-Kruger zone 19 (CRS code 2045).,General Director of Land Administration.,OGP,2006/09/13,,1,0
3407,Hong Kong 1963 Grid System,1118,projected,4502,,4738,19896,,,"Large scale topographic mapping, cadastral and engineering survey.",Replaced by Hong Kong 1980 Grid System (CRS code 2326).,"Survey and Mapping Office, Lands Department. Http://www.info.gov.hk/landsd",OGP,2006/09/25,,1,0
3408,NSIDC EASE-Grid North,3475,projected,4469,,4053,3897,,,"Gridding and small scale and digital mapping for environmental sciences, including EASE-Grid.",Used as basis for Equal-Area Scalable Earth Grid (EASE-Grid). See information source for equations to define EASE-Grid overlay. See CRS 3973 for alternative based on WGS 84.,"Brodzik, M. J., & Knowles, K. (2002). EASE-Grid: a versatile set of equal-area projections and grids. http://www.ncgia.ucsb.edu/globalgrids-book/ease_grid",OGP,2009/06/02,2009.007 2008.109,1,0
3409,NSIDC EASE-Grid South,3474,projected,4470,,4053,3898,,,"Gridding and small scale and digital mapping for environmental sciences, including EASE-Grid.",Used as basis for Equal-Area Scalable Earth Grid (EASE-Grid). See information source for equations to define EASE-Grid overlay.  See CRS 3974 for alternative based on WGS 84.,"Brodzik, M. J., & Knowles, K. (2002). EASE-Grid: a versatile set of equal-area projections and grids. http://www.ncgia.ucsb.edu/globalgrids-book/ease_grid",OGP,2009/06/02,2009.007 2008.109,1,0
3410,NSIDC EASE-Grid Global,3463,projected,4499,,4053,19869,,,"Gridding and small scale and digital mapping for environmental sciences, including EASE-Grid, in mid- and low latitudes.",Used as basis for Equal-Area Scalable Earth Grid (EASE-Grid). See information source for equations to define EASE-Grid overlay.  See CRS 3975 for alternative based on WGS 84.,"Brodzik, M. J., & Knowles, K. (2002). EASE-Grid: a versatile set of equal-area projections and grids. http://www.ncgia.ucsb.edu/globalgrids-book/ease_grid",OGP,2009/06/02,2008.109,1,0
3411,NSIDC Sea Ice Polar Stereographic North,1996,projected,4468,,4054,19865,,,Polar research. Used for small scale mapping of DMSP SSM/I microwave satellite imagery.,"The datum is unspecified. Uncertainty in location of over 1 km may result; at the coarse resolution and very small scales for which this system should be used this uncertainty may be insignificant. See CRS 3413 for geodetically preferred alternative.",US National Snow and Ice Data Center.,OGP,2009/06/02,2008.109,1,0
3412,NSIDC Sea Ice Polar Stereographic South,1997,projected,4470,,4054,19866,,,Polar research. Used for small scale mapping of DMSP SSM/I microwave satellite imagery.,"The datum is unspecified. Uncertainty in location of over 1 km may result; at the coarse resolution and very small scales for which this system should be used this uncertainty may be insignificant. See CRS 3976 for geodetically preferred alternative.",US National Snow and Ice Data Center.,OGP,2009/06/02,2008.109,1,0
3413,WGS 84 / NSIDC Sea Ice Polar Stereographic North,1996,projected,4468,,4326,19865,,,Polar research. Used for small scale mapping of satellite imagery and mosaic of Greenland.,Geodetically preferred alternative to NSIDC PS North (see CRS code 3411).,US National Snow and Ice Data Center.,OGP,2009/06/02,2008.109,1,0
3414,SVY21 / Singapore TM,1210,projected,4500,,4757,19864,,,Cadastre.,"For cadastral purposes, replaces Kertau 1968 / Singapore Grid (CRS code 24500) from August 2004.","Singapore Land Authority, http:/www.sla.gov.sg",OGP,2006/10/13,,1,0
3415,WGS 72BE / South China Sea Lambert,3470,projected,4400,,4324,19863,,,Oil exploration.,Adopted during the 1980s by western operators of all SCS licence areas. See map projection remarks for ambiguity in definition.,Mobil Exploration.,OGP,2006/12/08,,1,0
3416,ETRS89 / Austria Lambert,1037,projected,4530,,4258,19947,,,Medium and small scale mapping and GIS.,Replaces MGI / Austria Lambert (CRS code 31287).,"Bundesamt fur Eich- und Vermessungswesen (BEV); Wien. www.bev.gv.at",OGP,2011/02/25,2011.014,1,0
3417,NAD83 / Iowa North (ft US),2198,projected,4497,,4269,15377,,,Large and medium scale topographic mapping and engineering survey.,"State law defines system in US survey feet. Federal definition is metric - see code 26975. For applications with an accuracy of better than 3 feet, replaced by NAD83(HARN) / SPCS.",National Geodetic Survey,OGP,2006/12/20,,1,0
